description,statusesCount,followersCount,favoritesCount,friendsCount,url,name,created,protected,verified,screenName,location,lang,id,listedCount,followRequestSent,profileImageUrl
"The National Center for Missing & Exploited Children’s mission: Help find missing kids, reduce child sexual exploitation & prevent child victimization. #Hope💛",25158,126648,12291,135,https://t.co/Vx91gLr6YV,NCMEC,2012-07-31T15:52:23Z,FALSE,TRUE,MissingKids,"Alexandria, VA",NA,728673283,824,FALSE,http://pbs.twimg.com/profile_images/1002195261194563584/2FhCaw42_normal.jpg
"Host of ""Tucker Carlson Tonight"", weeknights at 8 PM ET @FoxNews. My #1 NYT best selling book #ShipOfFools is out now! Re-tweets are emphatic endorsements.",3961,2717606,76,97,https://t.co/MKpmJMdXEF,Tucker Carlson,2009-03-04T00:03:12Z,FALSE,TRUE,TuckerCarlson,"Washington, DC",NA,22703645,9298,FALSE,http://pbs.twimg.com/profile_images/796823622450982912/XYcUsJUI_normal.jpg
See what’s broadcasting on Twitter.,7946,9540266,1575,48,NA,Twitter Live,2010-04-07T22:41:40Z,FALSE,TRUE,TwitterLive,,NA,130649891,11907,FALSE,http://pbs.twimg.com/profile_images/1013680377536249856/5-zvl5di_normal.jpg
"Official Twitter Account of the National Fraternal Order of Police. The largest police union in the country representing over 348,000 law enforcement officers",6540,18235,1162,923,https://t.co/eglLtzcktE,National FOP,2010-12-02T18:42:01Z,FALSE,TRUE,GLFOP,,NA,222196210,163,FALSE,http://pbs.twimg.com/profile_images/951070720603324416/_Vbi-6fI_normal.jpg
"Texan at large. @StarTelegram since '81, online since 12/21/92; wrote at FW Press, @Statesman, Times Herald, @DallasNews bud@budkennedy.com Dining: @EatsBeat",39226,20118,7716,9587,https://t.co/mHBupDeEhQ,Bud Kennedy / #ReadLocal,2008-08-24T17:21:00Z,FALSE,TRUE,BudKennedy,"Fort Worth, Texas",NA,15970567,533,FALSE,http://pbs.twimg.com/profile_images/68799762/BudsGiantBurgers_normal.jpg
"New York Times DC bureau. Former Political Editor, Texas Tribune.",24455,13405,6250,888,https://t.co/UmqCI5AhUx,Aman Batheja,2008-05-09T17:54:46Z,FALSE,TRUE,amanbatheja,"Washington, DC",NA,14716058,663,FALSE,http://pbs.twimg.com/profile_images/3660357513/4161c5c7e6c8740a0f7f0f40ce185110_normal.jpeg
Chief Innovation Officer @texasmonthly🤘🏼,7244,2492,4119,753,https://t.co/u7KSrKCZIz,Tim Taliaferro,2009-01-22T22:45:36Z,FALSE,TRUE,timtaliaferro,"Austin, TX",NA,19366941,105,FALSE,http://pbs.twimg.com/profile_images/803700405372788736/7zKa-UTP_normal.jpg
@ABC Congressional & White House Reporter / Producer - husband to @salcary 😍 #baraboo,8058,12533,3809,1881,https://t.co/cm523SDVp8,John R Parkinson,2009-03-25T21:29:03Z,FALSE,TRUE,jparkABC,"Washington, D.C.",NA,26596727,507,FALSE,http://pbs.twimg.com/profile_images/493772719972839424/EG0RV2In_normal.jpeg
Official Twitter feed of The Daily Wire.,95197,311050,7739,4058,https://t.co/xXNB0f3lRx,The Daily Wire,2015-10-31T15:42:25Z,FALSE,TRUE,realDailyWire,"California, USA",NA,4081106480,1,FALSE,http://pbs.twimg.com/profile_images/1050885601778528256/MyEPKgfM_normal.jpg
"Editor-at-Large @realDailyWire. Of Counsel @1stLiberty. CA5, @ClaremontInst alum. ""Caveman conservative"" – @mrddmia. Love @eden_bernstein. jhammer@dailywire.com",45216,40673,28254,1999,https://t.co/s5183pvIZu,Josh Hammer,2009-05-09T06:43:43Z,FALSE,TRUE,josh_hammer,"Dallas, TX / Washington, DC",NA,38813274,485,FALSE,http://pbs.twimg.com/profile_images/1143674963523543040/shYQPEfF_normal.jpg
Senior Reporter @ WFAA-TV Channel 8 jwhitely@wfaa.com  Instagram: @jasonwhitely,46686,24817,34897,873,https://t.co/3DJNSOfJfR,Jason Whitely,2009-02-10T06:00:42Z,FALSE,TRUE,JasonWhitely,Dallas/Fort Worth,NA,20494730,767,FALSE,http://pbs.twimg.com/profile_images/999464370936594432/o6IGZ19j_normal.jpg
R-OH https://t.co/2BckMkGpZV,3263,36390,200,1704,https://t.co/PQvRKDIC74,Rep. Bob Gibbs,2011-01-06T17:17:21Z,FALSE,TRUE,RepBobGibbs,US Congress,NA,234822928,925,FALSE,http://pbs.twimg.com/profile_images/1104057806334976001/vNamx0io_normal.jpg
Father of five. Small business owner. Retired Lieutenant Colonel. Proudly serving the Fifth District of Oklahoma in Congress.,652,10251,86,513,https://t.co/mQXJd4TSrK,Rep. Steve Russell,2015-01-07T21:24:35Z,FALSE,TRUE,RepRussell,"Oklahoma, USA",NA,2966758114,299,FALSE,http://pbs.twimg.com/profile_images/868147012650381312/G_oG4FPO_normal.jpg
Leading the nation and the world in intellectual property protection and policy,7685,48572,1474,68,http://t.co/SrwvuNADyI,USPTO,2008-08-30T19:19:14Z,FALSE,TRUE,uspto,"Alexandria, VA, USA",NA,16057477,1215,FALSE,http://pbs.twimg.com/profile_images/684014734937559040/WhfNiuZx_normal.png
This account is run by the Office of First Lady Melania Trump. Tweets may be archived. More at https://t.co/eVVzoBb3Zr,645,12220563,0,7,https://t.co/9zG6ZvKVLm,Melania Trump,2017-01-10T17:43:50Z,FALSE,TRUE,FLOTUS,"Washington, D.C.",NA,818876014390603776,7826,FALSE,http://pbs.twimg.com/profile_images/848946510918295557/RmsOl1zv_normal.jpg
The latest news from leaders across President @realDonaldTrump’s Administration. Tweets may be archived. More at https://t.co/eVVzoBb3Zr.,3266,137405,0,45,https://t.co/wyOVgSLgBV,The Cabinet,2017-01-10T21:11:03Z,FALSE,TRUE,Cabinet,"Washington, D.C.",NA,818928162449068032,820,FALSE,http://pbs.twimg.com/profile_images/1070027838978428928/cX5kQafG_normal.jpg
"Airing Weekdays at 9AM ET on the Fox Business Network. Note: These tweets come from Varney & Co. production team, not Stuart himself.",16095,628233,932,721,https://t.co/UT25ycG2zy,Varney & Co.,2011-04-13T16:27:54Z,FALSE,TRUE,Varneyco,New York,NA,281610530,1902,FALSE,http://pbs.twimg.com/profile_images/462238346727526401/9vqChgMI_normal.png
Journalist. AugustTakala@ProtonMail.com,2184,2366,3424,520,https://t.co/2vp3kt2vAK,August Takala,2012-09-26T00:28:49Z,FALSE,TRUE,RudyTakala,"Minnesota ✈️ Washington, DC",NA,846479437,64,FALSE,http://pbs.twimg.com/profile_images/739818251744612352/cj6v8Onf_normal.jpg
I cover national security for @thehill. @BostonCollege graduate. Tweets are my own. Send tips to mchalfant@thehill.com,5323,4391,1204,1416,https://t.co/dYrihytSX4,Morgan Chalfant,2011-11-15T04:06:04Z,FALSE,TRUE,mchalfant16,"Washington, DC",NA,412791809,132,FALSE,http://pbs.twimg.com/profile_images/619194244343984128/Hf8a2Aie_normal.jpg
United States Senator from the Buckeye State.,15816,138551,411,5008,https://t.co/IR7Ky4qOaO,Rob Portman,2009-01-12T20:56:42Z,FALSE,TRUE,senrobportman,Ohio,NA,18915145,3108,FALSE,http://pbs.twimg.com/profile_images/1037435418743107590/9hbhXXal_normal.jpg
Official Twitter channel of U.S. Citizenship and Immigration Services,15413,173316,100,111,http://t.co/Z7OUPqXmwo,USCIS,2008-05-02T13:03:21Z,FALSE,TRUE,USCIS,"Washington, DC",NA,14625398,1438,FALSE,http://pbs.twimg.com/profile_images/875744467147476995/5alCAGHr_normal.jpg
"The USO strengthens America’s military service members by keeping them connected to family, home and country. (Retweets, likes, follows & links ≠ endorsements.)",18486,164543,9775,862,https://t.co/IR6R25zDtv,USO,2009-04-30T14:59:09Z,FALSE,TRUE,the_USO,Worldwide,NA,36681590,2185,FALSE,http://pbs.twimg.com/profile_images/1021451972568809478/YQw9QpCR_normal.jpg
Official Twitter feed of the U.S. Department of Veterans Affairs. Following a Twitter user does not signify VA endorsement.,29301,627271,1485,746,https://t.co/kfcLwsAHxx,Veterans Affairs,2009-09-29T20:32:28Z,FALSE,TRUE,DeptVetAffairs,"Washington, D.C.",NA,78408666,4457,FALSE,http://pbs.twimg.com/profile_images/344513261565984455/a9fcce7feb947b2ec498491c6c6d6985_normal.png
"Supporting veterans, the military & their families since 1919. Join our efforts: https://t.co/TAZg6PY3rH. RTs do not imply endorsement.",39481,107598,24035,1977,https://t.co/zjLSVMG4Uc,The American Legion,2009-03-27T17:14:35Z,FALSE,TRUE,AmericanLegion,"Indianapolis, IN",NA,27048645,1200,FALSE,http://pbs.twimg.com/profile_images/868454951663669248/k4fRs-k3_normal.jpg
"Founder & CEO of LoBo Strategies consulting firm. Former Rep for NJ-02 from 1995-2019, Chaired House Aviation & CIA Subcoms. Enjoy time with my Weimaraners.",4572,17044,507,242,https://t.co/NPpiPV1uS8,Frank LoBiondo,2011-01-21T18:28:47Z,FALSE,FALSE,FrankLoBiondoNJ,#SouthJersey,NA,241207373,781,FALSE,http://pbs.twimg.com/profile_images/1094646774118187008/3IkcVZwW_normal.jpg
Lead @DellTech Government Affairs for the Americas. Head for politics. Heart for music. Soul of an entrepreneur. #DellInnovators,385,291,107,459,NA,Cris Turner,2015-01-10T06:30:56Z,FALSE,FALSE,CrisTurnerDC,,NA,2971014574,31,FALSE,http://pbs.twimg.com/profile_images/954014446074126336/3fiCK3oV_normal.jpg
I get by with a little help from my friends. #AI / AI policy enthusiast. Opinions are dubious and my own,1175,920,2619,1149,NA,Austin Carson,2009-10-05T22:18:21Z,FALSE,FALSE,austincarson,"Washington, DC",NA,80140874,36,FALSE,http://pbs.twimg.com/profile_images/1131229324718354432/DuBpEpX-_normal.png
"A post-partisan tech policy think tank. We embrace technological change, pushing back against the technocrats who fear it & reactionaries who would control it.",13740,11705,106,4002,http://t.co/Ioqo4vqOIx,TechFreedom,2010-09-18T19:58:00Z,FALSE,FALSE,TechFreedom,"Washington, DC, USA",NA,192315964,618,FALSE,http://pbs.twimg.com/profile_images/378800000348308339/600ae6f318c26b7d9d0d2acad7e51603_normal.png
Accenture Government Relations Lead for North America - US Senate staff alum - Gadget geek - Wordsmithie - Cool Uncle - Yes you've seen me on TV. Opinions = Me,7731,1093,1274,1449,https://t.co/WTd28FzYKt,Robert Hoffman,2012-02-15T12:20:37Z,FALSE,FALSE,Advocate4Tech,"Washington, DC",NA,493072526,162,FALSE,http://pbs.twimg.com/profile_images/972277925516111872/OyVWKH1c_normal.jpg
Former Representative of Pennsylvania's 11th Congressional District.,3079,27468,664,1749,NA,Lou Barletta,2011-01-18T16:37:10Z,FALSE,TRUE,RepLouBarletta,,NA,239871673,850,FALSE,http://pbs.twimg.com/profile_images/1080528048405983237/kCJrlnNI_normal.jpg
Proudly representing #PA8 in the US House of Representatives. Husband. Dad. @Eagles fan.      #BetterJobsMoreOpportunity,5232,12574,761,1063,http://t.co/XKNHAfCEMB,Mike Fitzpatrick,2011-01-14T00:38:49Z,FALSE,TRUE,RepFitzpatrick,"Langhorne, PA",NA,237944147,545,FALSE,http://pbs.twimg.com/profile_images/552167537664749569/uiznx6_o_normal.jpeg
U.S. House Committee on Natural Resources Republicans led by Congressman Rob Bishop. @NatResources on Instagram #FindYourPark,11135,24736,6828,1503,https://t.co/DqXK9wQFhd,Natural Resources GOP,2009-05-20T20:46:25Z,FALSE,TRUE,NatResources,"Washington, D.C.",NA,41445718,923,FALSE,http://pbs.twimg.com/profile_images/1096146580757983232/OokcnkMV_normal.png
Official Twitter page of the House Committee on Veterans’ Affairs Republicans. Proudly Serving America's Veterans and Their Families. Ranking Member @DrPhilRoe,4053,16452,629,289,https://t.co/TlTRhKKX5w,HouseVetAffairsGOP,2011-04-14T14:49:32Z,FALSE,TRUE,HouseVetAffairs,"Washington, D.C.",NA,282093902,509,FALSE,http://pbs.twimg.com/profile_images/1085610473335255041/tFX_SRfF_normal.jpg
Proudly representing the good people of West Texas in Congress.,1815,7255,237,1249,https://t.co/DZziBJQejF,Rep. Arrington,2017-01-03T14:06:44Z,FALSE,TRUE,RepArrington,West Texas,NA,816284664658874368,306,FALSE,http://pbs.twimg.com/profile_images/1044646049791520768/2b1S7QU8_normal.jpg
"Thomas E. Price, M.D., served as the 23rd U.S. Secretary of Health & Human Services. This is an archived account.",965,44727,238,97,https://t.co/MptB7TJmGN,"Tom Price, M.D.",2017-02-09T20:01:48Z,FALSE,TRUE,SecPriceMD,"Washington, DC",NA,829782369670410240,618,FALSE,http://pbs.twimg.com/profile_images/861971728507031552/ZlYuki4n_normal.jpg
"45th President of the United States of America, @realDonaldTrump. Tweets archived: https://t.co/eVVzoBb3Zr",6629,26378620,104,39,https://t.co/IxLjEB2zlE,President Trump,2017-01-19T22:54:28Z,FALSE,TRUE,POTUS,"Washington, D.C.",NA,822215679726100480,22945,FALSE,http://pbs.twimg.com/profile_images/859982100904148992/hv5soju7_normal.jpg
Personal Twitter feed of Texas' 47th Governor,3592,352290,218,27720,NA,Rick Perry,2009-01-12T16:59:54Z,FALSE,TRUE,GovernorPerry,Texas,NA,18906561,6473,FALSE,http://pbs.twimg.com/profile_images/467390551830970368/80rkMI5v_normal.jpeg
U.S. House Committee on Financial Services Republicans – Ranking Member @PatrickMcHenry,10291,24152,1747,3174,https://t.co/EKkSEK5LqC,Financial Services GOP,2009-05-27T17:00:31Z,FALSE,TRUE,FinancialCmte,"Washington, D.C.",NA,42924141,969,FALSE,http://pbs.twimg.com/profile_images/1150826340012240898/rzk_pfE9_normal.png
I am honored to serve the people of Tennessee.,6718,84836,553,2725,https://t.co/sdip4ai5Ok,Sen. Marsha Blackburn,2011-04-06T18:05:33Z,FALSE,TRUE,MarshaBlackburn,"Brentwood, TN",NA,278145569,1839,FALSE,http://pbs.twimg.com/profile_images/1082735690213924864/VRFUWsuH_normal.jpg
"Reporter. Previously at The Daily Caller, InsideSources and LifeZette. Work has been featured in The Washington Post, Fox News, the Drudge Report and Politico.",4799,13052,3532,10980,https://t.co/GJ64m6nehB,Connor D. Wolf,2014-06-30T15:37:52Z,FALSE,TRUE,ConnorInTheNews,Washington D.C.,NA,2596517640,178,FALSE,http://pbs.twimg.com/profile_images/900352300262281216/HeM473Vq_normal.jpg
Official account for Congressman Paul Mitchell #MI10,1541,6431,126,415,https://t.co/zSBYj2y0i6,Rep. Paul Mitchell,2016-12-21T18:01:14Z,FALSE,TRUE,RepPaulMitchell,,NA,811632636598910976,318,FALSE,http://pbs.twimg.com/profile_images/1053321319062929408/EEaqrAvm_normal.jpg
"Vice President Mike Pence. Husband, father, & honored to serve as the 48th Vice President of the United States. Tweets may be archived: https://t.co/eVVzoBb3Zr",6935,7688225,16,13,https://t.co/8TGZjBkuaR,Vice President Mike Pence,2017-01-10T20:02:44Z,FALSE,TRUE,VP,"Washington, D.C.",NA,818910970567344128,9345,FALSE,http://pbs.twimg.com/profile_images/951600999902281728/s-3S8iBE_normal.jpg
"Husband, Father, Son, OSU Alum, TBDBITL, #Buckeye fan.",3692,15282,753,892,NA,Pat Tiberi,2012-10-29T15:02:02Z,FALSE,TRUE,PatTiberi,,NA,912608010,508,FALSE,http://pbs.twimg.com/profile_images/1042077847714783232/M11u-sm__normal.jpg
43rd Governor of Florida. Connect on Facebook: https://t.co/e8DhvF8teu,5644,1414019,85,234,NA,Jeb Bush,2010-02-10T14:45:07Z,FALSE,TRUE,JebBush,"Miami, FL",NA,113047940,6669,FALSE,http://pbs.twimg.com/profile_images/730882751948152833/UBVR1Yks_normal.jpg
A @GovTop project. #SCOTUS,2210,184059,8,8,http://t.co/X2FWuXLlYl,U.S. Supreme Court,2008-12-06T01:01:48Z,FALSE,FALSE,USSupremeCourt,"Washington, DC",NA,17912982,2863,FALSE,http://pbs.twimg.com/profile_images/3751479426/04869fc29830aaec63110a951e9af9c0_normal.jpeg
Investigative producer @nbc4iteam Former congressional reporter @dallasnews and @ajc political/govt watchdog reporter. WV-born NYU grad. RTs = FYIs only,20754,4482,6243,3855,https://t.co/OWGrr920AZ,Katie Leslie,2009-09-15T13:55:14Z,FALSE,FALSE,katieleslienews,"Washington, DC",NA,74452760,180,FALSE,http://pbs.twimg.com/profile_images/1032098024233881601/k8bzqBpC_normal.jpg
We're the Committee in the House of Representatives fighting on behalf of America's entrepreneurs & innovators. Chaired by @RepSteveChabot.,4077,8803,1324,1918,https://t.co/WBX713hCAS,House Committee on Small Business - Republicans,2015-01-14T16:24:31Z,FALSE,FALSE,HSBCgop,,NA,2978291435,314,FALSE,http://pbs.twimg.com/profile_images/1080529575615086593/J5jpozRp_normal.jpg
A tribute site to the 41st President of the United States of America. Learn more at @Bush41.,105,351369,1,20,http://t.co/9yHQPFklQb,George Bush,2012-01-27T17:07:33Z,FALSE,TRUE,GeorgeHWBush,"Houston, TX",NA,475988505,2326,FALSE,http://pbs.twimg.com/profile_images/766103644152344576/AxzCN5ld_normal.jpg
"An independent voice for the people of #PA01. Former FBI Special Agent & Federal Prosecutor. EMT, CPA & Philly sports fan. #GoBirds",1296,12213,138,190,NA,Brian Fitzpatrick,2017-01-03T15:20:39Z,FALSE,TRUE,RepBrianFitz,"Levittown, PA",NA,816303263586914304,421,FALSE,http://pbs.twimg.com/profile_images/987357349156458497/d4VDis2Y_normal.jpg
"FRC is America's premier public policy org advancing faith, family, & freedom in DC. Led by @tperkins. https://t.co/KQpn2hCBCQ",37537,40239,3387,6799,https://t.co/jz0lKk1KHK,FRC,2008-12-16T14:34:07Z,FALSE,TRUE,FRCdc,"Washington, DC",NA,18163042,1045,FALSE,http://pbs.twimg.com/profile_images/1068104882178195456/PLHNrtet_normal.jpg
"Official March for Life account. Join us for the next annual march in Washington, DC on January 24, 2020. Led by @JeanneMFL. #whywemarch",24000,103983,13409,2421,https://t.co/HV7n8dz5of,March for Life,2011-12-06T20:07:36Z,FALSE,TRUE,March_for_Life,"Washington, DC",NA,430130014,584,FALSE,http://pbs.twimg.com/profile_images/991801976236265472/YmdAQriQ_normal.jpg
"Member of Congress proudly representing IL-12. Serving on @TransportGOP, @HouseAgGOP, and @HouseVetAffairs Committees. Find me on FB at https://t.co/cjWY9Itiyr",1924,11210,341,1888,https://t.co/4tXoH7NdiQ,Rep. Mike Bost,2015-01-06T19:55:08Z,FALSE,TRUE,RepBost,IL-12 Congressional District,NA,2964877294,471,FALSE,http://pbs.twimg.com/profile_images/553681697867575296/TbRJrmrc_normal.jpeg
The Official Account of the 58th Presidential Inaugural Committee (PIC).,286,134424,28,35,https://t.co/i3fliON7Or,Trump Inauguration,2016-12-03T03:01:04Z,FALSE,TRUE,TrumpInaugural,"Washington, D.C.",NA,804883120193466368,632,FALSE,http://pbs.twimg.com/profile_images/814907915475779585/eL4rdOJq_normal.jpg
"Member of Congress Proudly Representing CA's 19th Congressional District in Silicon Valley's cities of San Jose, Morgan Hill & Gilroy",2315,45808,22,118,http://t.co/gxyqi3ANcp,Rep. Zoe Lofgren,2011-03-17T21:06:21Z,FALSE,TRUE,RepZoeLofgren,,NA,267938462,1165,FALSE,http://pbs.twimg.com/profile_images/510125443094024192/eVbv3QDN_normal.jpeg
Proudly representing California’s 40th Congressional District. Follow me at https://t.co/KjVfmF9CaM & https://t.co/Urj0zPAr8d.,6113,27071,22,5369,https://t.co/LOEn760f8d,Rep. Lucille Roybal-Allard,2012-01-31T21:30:43Z,FALSE,TRUE,RepRoybalAllard,,NA,479872233,891,FALSE,http://pbs.twimg.com/profile_images/646679472578498561/DqbuKI-9_normal.png
I work for #CA38. 🇺🇸 Fmr. Vice Chair @HouseDemocrats & @HispanicCaucus Chair. Serve on the @WaysMeansCmte. Die-hard @Dodgers Fan. ⚾️,3362,35403,999,1934,https://t.co/JTupEdadO6,Linda T. Sánchez,2011-06-06T16:50:45Z,FALSE,TRUE,RepLindaSanchez,"Norwalk, CA & Washington, D.C.",NA,312134473,1078,FALSE,http://pbs.twimg.com/profile_images/871797805328863233/8LVd5H7g_normal.jpg
Proudly serving California's 47th Congressional District. http://t.co/pHmhAyCM6J,4831,29777,541,3201,http://t.co/0MV3JJn9EM,Rep. Alan Lowenthal,2013-01-02T18:11:33Z,FALSE,TRUE,RepLowenthal,"Long Beach, CA",NA,1055730738,872,FALSE,http://pbs.twimg.com/profile_images/523118825928015873/_KcBsyJZ_normal.jpeg
"Representing California's First District including Siskiyou, Shasta, Tehama, Butte, Glenn, Modoc, Lassen, Plumas, Sierra, Nevada and Placer Counties",1387,18070,290,980,http://t.co/zhUYypSZHQ,Rep. Doug LaMalfa,2013-01-07T20:07:58Z,FALSE,TRUE,RepLaMalfa,Northern California,NA,1069124515,667,FALSE,http://pbs.twimg.com/profile_images/532998035416969216/vtCyv9Ze_normal.jpeg
Twenty-six year retired @USMC Colonel serving as a United States Congressman from California's 8th Congressional District. Join the conversation #CA08 #Semperfi,1559,17488,95,1140,http://t.co/vy6a8Rp8SU,Rep. Paul Cook,2013-01-09T17:43:44Z,FALSE,TRUE,RepPaulCook,"Apple Valley, California",NA,1074412920,708,FALSE,http://pbs.twimg.com/profile_images/598193321467637761/pYlCDAPS_normal.jpg
Proudly Representing California's 21st Congressional District.,1072,18713,290,420,http://t.co/qjFJoAGl,Rep. David Valadao,2013-01-28T16:19:14Z,FALSE,TRUE,RepDavidValadao,"Hanford, California",NA,1128514404,608,FALSE,http://pbs.twimg.com/profile_images/3192935994/9bb205b6df88e6f86ca2ddf3f7ae04cb_normal.jpeg
Representing the great people of North Dakota in the United States Senate.,3877,19501,139,497,https://t.co/M4l7PNHhUi,Sen. Kevin Cramer,2012-12-30T20:54:06Z,FALSE,TRUE,SenKevinCramer,,NA,1048784496,792,FALSE,http://pbs.twimg.com/profile_images/1090267977675460610/nQWIQ0ot_normal.jpg
"Official account of Congressman Glenn Grothman, proudly representing Wisconsin's Sixth District.",2087,6780,116,210,http://t.co/MY3WTtaAeb,Rep. Glenn Grothman,2015-01-13T15:08:48Z,FALSE,TRUE,RepGrothman,"Washington, D.C.",NA,2976606250,443,FALSE,http://pbs.twimg.com/profile_images/572507648281419776/DwcU5StR_normal.jpeg
Raleigh native representing North Carolina's 2nd district in Congress.,892,16664,122,542,http://t.co/zH2CxxmUzu,George Holding,2013-01-03T18:27:36Z,FALSE,TRUE,RepHolding,,NA,1058460818,648,FALSE,http://pbs.twimg.com/profile_images/1124400969083699200/6ncbK0p__normal.png
"Just a private citizen who for a while looked behind the curtain of government. Husband, father, grandfather. These are the titles of life.",3850,10515,1030,1980,NA,Reid Ribble,2011-01-04T18:55:59Z,FALSE,TRUE,RepRibble,"Sherwood, WI",NA,234053893,593,FALSE,http://pbs.twimg.com/profile_images/1105238200325410816/UNaX7ysD_normal.jpg
"Husband, Dad, 5th Generation Oklahoman. Ranking Member @housesciencegop. Proudly representing Oklahoma’s Third Congressional District.",984,19483,39,321,https://t.co/S3duYhCDDn,Frank Lucas,2011-01-25T15:24:07Z,FALSE,TRUE,RepFrankLucas,"Cheyenne, OK",NA,242772524,511,FALSE,http://pbs.twimg.com/profile_images/628275690253774848/4zKOn1iP_normal.png
"Press Office of Congressman Jim Sensenbrenner, representing Wisconsin's Fifth District. Former Chair of House Judiciary Committee.",1513,9049,350,625,http://t.co/VNdLE9VEEs,Sensenbrenner Press,2012-09-28T19:31:33Z,FALSE,TRUE,JimPressOffice,,NA,851621377,588,FALSE,http://pbs.twimg.com/profile_images/727230175767859200/rj0otGAV_normal.jpg
Congressman from North Carolina's 7th Congressional district,1086,9767,394,405,NA,David Rouzer,2012-09-19T20:23:15Z,FALSE,TRUE,RepDavidRouzer,,NA,834069080,413,FALSE,http://pbs.twimg.com/profile_images/656534508582256640/03U-6nNz_normal.jpg
Official Twitter Page of Congressman Garret Graves (LA06),3584,12313,313,1116,https://t.co/glkM2IIXms,Rep. Garret Graves,2014-12-30T17:51:24Z,FALSE,TRUE,RepGarretGraves,Follow us on Facebook: ,NA,2951574214,387,FALSE,http://pbs.twimg.com/profile_images/553292029963145216/lzwyCMoA_normal.png
"Proudly representing Louisiana's 5th District. Rural family physician, veteran, farmer, pilot, former veterinarian, husband, father & grandfather.",968,21633,157,119,NA,Rep. Ralph Abraham,2015-01-05T23:01:54Z,FALSE,TRUE,RepAbraham,,NA,2962891515,578,FALSE,http://pbs.twimg.com/profile_images/552239677395046402/-PHUoJ7w_normal.jpeg
"U.S. Representative for the Seventh District of Georgia. Serving on the Rules Committee, Transportation & Infrastructure Committee, and House Budget Committee.",1112,13914,161,718,http://t.co/twbdtrZomN,Rob Woodall,2014-03-10T21:01:47Z,FALSE,TRUE,RepRobWoodall,"Lawrenceville, GA; Wash., D.C.",NA,2382685057,465,FALSE,http://pbs.twimg.com/profile_images/522063908387819521/dUyi07Xy_normal.jpeg
Proudly representing Georgia's 12th Congressional District,1688,17330,97,130,https://t.co/WfV96n5LQo,Rick W. Allen,2015-01-06T14:45:18Z,FALSE,TRUE,RepRickAllen,"Augusta, GA and Washington, DC",NA,2964287128,440,FALSE,http://pbs.twimg.com/profile_images/552476601510682624/vklJRMrV_normal.jpeg
"Husband, Father, Conservative Representing West Virginia's 2nd Congressional District. #wv02 #wvpol Member of @financialcmte",1866,8335,590,499,https://t.co/dKSBzlN9IY,Rep. Alex Mooney,2015-01-06T17:13:10Z,FALSE,TRUE,RepAlexMooney,"Charles Town, WV",NA,2964526557,436,FALSE,http://pbs.twimg.com/profile_images/1093167296049225728/aLfz5QhQ_normal.jpg
Official account of Rep French Hill. 9th generation Arkansan. FinTech + AI Task Force Ranking Member. Proudly representing Arkansas's 2nd Congressional District,2529,14344,1107,1177,https://t.co/TggD8rLd3M,French Hill,2014-12-31T23:54:58Z,FALSE,TRUE,RepFrenchHill,"Little Rock, AR",NA,2953974395,502,FALSE,http://pbs.twimg.com/profile_images/996470402795950081/uXyDkCZ7_normal.jpg
,718,13046,1,129,NA,House Intel Comm,2012-04-11T18:01:44Z,FALSE,TRUE,HouseIntelComm,,NA,551195347,371,FALSE,http://pbs.twimg.com/profile_images/2095587000/HPSCI_Seal_normal.jpg
I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.,5170,43421,194,502,https://t.co/IhAAMvhCKv,Senator Todd Young,2011-01-04T22:35:16Z,FALSE,TRUE,SenToddYoung,Indiana,NA,234128524,1488,FALSE,http://pbs.twimg.com/profile_images/839534166727360514/sm9KrCLP_normal.jpg
Congressman representing Hoosiers from #IN08. Doctor. Member of @HouseCommerce. https://t.co/4eq38gWLlg,5505,21207,684,1970,https://t.co/wPeLTvPae3,"Larry Bucshon, MD",2011-01-06T16:45:56Z,FALSE,TRUE,RepLarryBucshon,Indiana's 8th District,NA,234812598,931,FALSE,http://pbs.twimg.com/profile_images/3781635770/569620c6e7f294f1f1fed50b41b3ab77_normal.jpeg
"Proud husband, father of 4 & Army veteran.  Humbly serving the 18th Congressional District of Florida. Please contact me if you need assistance.",2010,17332,24,466,https://t.co/FobaV8QhPg,Rep. Brian Mast,2016-12-28T13:41:21Z,FALSE,TRUE,RepBrianMast,,NA,814103950404239360,396,FALSE,http://pbs.twimg.com/profile_images/1080531843907244032/XLrsVXa5_normal.jpg
"We’re the world's largest business federation, representing the interests of 3 million businesses. We’re focused on policies that create jobs & grow the economy",40132,157780,8750,4617,https://t.co/u8VD5tnPQ1,U.S. Chamber,2009-10-27T16:35:32Z,FALSE,TRUE,USChamber,"Washington, D.C.",NA,85606078,2917,FALSE,http://pbs.twimg.com/profile_images/950793276218540032/ztFiPSvp_normal.jpg
"News, events and insight on the business of federal technology. Have longer thoughts to share? Email tips@fcw.com.",25535,15074,249,2109,http://t.co/RsDJV6qrCS,FCW,2008-11-07T12:23:45Z,FALSE,FALSE,FCWnow,"Vienna, VA",NA,17230113,762,FALSE,http://pbs.twimg.com/profile_images/780421039574675456/uZ5pDZMD_normal.jpg
